Time [sec],Distance 0 [m],Angle 0 [deg],Size 0 [m],Distance 1 [m],Angle 1 [deg],Size 1 [m],Distance 2 [m],Angle 2 [deg],Size 2 [m],Distance 3 [m],Angle 3 [deg],Size 3 [m]
8.9000,2.56988849,-68.23930822,1.07600763,7.43974149,-12.52249595,0.18214013,8.10182425,4.54194696,0.61365250
9.0000,2.75474092,-70.75483846,1.08931345,6.93245317,-11.65372711,0.19232287,8.00352347,4.27539444,0.65310185
9.1000,2.88844773,-70.52775145,1.08601052,6.85656334,-13.63823291,0.18264149,8.10643828,3.57467791,0.63878055
9.2000,2.92709903,-71.84309481,1.10338440,6.61578535,-13.03714114,0.18317205,7.78231077,5.00488210,0.64679962
9.3000,3.21324270,-70.23294204,1.08218225,5.82127308,-20.21347985,0.17976668,8.00160089,1.22975670,0.63413325
9.4000,3.58695722,-71.25914883,1.07625290,8.07167132,-1.86701055,0.62418877
9.5000,3.59026556,-72.34072913,1.08920855,6.03454920,-17.23086033,0.17284713,7.25471843,-0.81592737,0.63719511
9.6000,4.12276421,-68.81255732,1.09777222,5.67489335,-20.54893213,0.19152207,7.33061320,-3.63821540,0.62643009
9.7000,3.74752449,-71.35887736,1.09753802,5.75859807,-19.29339479,0.17217671,7.29873546,-2.80894575,0.62545965
9.8000,5.35455920,-23.62444383,0.19097855,7.71962640,-2.87878208,0.62803320
9.9000,4.54088261,-71.71115539,1.10422760,5.41727733,-23.54837067,0.17599181,7.35970320,-4.15007486,0.62818941
